rank;size;total_loading_time;total_computing_time;total_time
0;3;0.09280037879943848;1.3224537372589111;1.4152541160583496
1;3;0.16203069686889648;1.252112627029419;1.4141433238983154
2;3;0.1730337142944336;1.236875295639038;1.4099090099334717
;;;;
1;3;0.13001322746276855;0.41050028800964355;0.5405135154724121
2;3;0.12256765365600586;0.38289618492126465;0.5054638385772705
0;3;0.10854792594909668;0.370328426361084;0.47887635231018066
;;;;
0;3;0.16654539108276367;0.5059642791748047;0.6725096702575684
2;3;0.1599719524383545;0.3997490406036377;0.5597209930419922
1;3;0.2165374755859375;0.4068331718444824;0.6233706474304199
;;;;
1;3;0.13280057907104492;0.39925599098205566;0.5320565700531006
0;3;0.19121718406677246;0.39311838150024414;0.5843355655670166
2;3;0.12946033477783203;0.40453624725341797;0.53399658203125
;;;;
0;3;0.22709965705871582;0.3854987621307373;0.6125984191894531
1;3;0.272991418838501;0.47742724418640137;0.7504186630249023
2;3;0.2057664394378662;0.39811015129089355;0.6038765907287598
;;;;
0;3;0.08692216873168945;0.3818392753601074;0.4687614440917969
2;3;0.10427165031433105;0.42229199409484863;0.5265636444091797
1;3;0.14805912971496582;0.38955187797546387;0.5376110076904297
;;;;
2;3;0.20063281059265137;0.38660240173339844;0.5872352123260498
1;3;0.15295028686523438;0.39412546157836914;0.5470757484436035
0;3;0.14566850662231445;0.40434980392456055;0.550018310546875
;;;;
0;3;0.13375496864318848;0.40213680267333984;0.5358917713165283
1;3;0.1671597957611084;0.3926730155944824;0.5598328113555908
2;3;0.20025038719177246;0.3925800323486328;0.5928304195404053
;;;;
1;3;0.1365489959716797;0.41973423957824707;0.5562832355499268
2;3;0.14780831336975098;0.41820859909057617;0.5660169124603271
0;3;0.1357107162475586;0.3772907257080078;0.5130014419555664
;;;;
0;3;0.1811847686767578;0.408416748046875;0.5896015167236328
1;3;0.15068435668945312;0.3876383304595947;0.5383226871490479
2;3;0.06660795211791992;0.45924806594848633;0.5258560180664062
;;;;
