rank;size;total_loading_time;total_computing_time;total_time
0;1;0.5844821929931641;5.485164642333984;6.069646835327148
;;;;
0;1;0.26834750175476074;5.1555328369140625;5.423880338668823
;;;;
0;1;0.32975268363952637;5.16756272315979;5.497315406799316
;;;;
0;1;0.3136146068572998;5.122488737106323;5.436103343963623
;;;;
0;1;0.2788069248199463;5.124903440475464;5.40371036529541
;;;;
0;1;0.3006937503814697;5.127490997314453;5.428184747695923
;;;;
0;1;0.2330167293548584;5.1179444789886475;5.350961208343506
;;;;
0;1;0.26684117317199707;5.1586222648620605;5.425463438034058
;;;;
0;1;0.26540255546569824;5.164886713027954;5.430289268493652
;;;;
0;1;0.2972691059112549;5.1339452266693115;5.431214332580566
;;;;
