nb_cpu;computing_time;loading_time;total_time
1;5.485164642333984;0.5844821929931641;12.069646835327148
2;5.1555328369140625;0.26834750175476074;10.423880338668823
3;5.16756272315979;0.32975268363952637;10.497315406799316
4;5.122488737106323;0.3136146068572998;10.436103343963623
